"featid","Key","Official.Name","Display.Name","System.Name","Asset.Number","Facilities.Code","Architect","Style","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address","City","County","State","Zip.Code","Country","Address.Code","City.Code","County.Code","Floors","Height","Footprint","Perimeter","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN","CHW.Metered","Steam.Metered","Floor.Plans.PDF","Floor.Plans.DWG"
1075,NA,"Animal Husbandry Feed Mill Grind","Animal Husbandry Feed Mill Grind","AH FM GRIND","3799","P035",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","3000 Straloch Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,16,256,0,256,0,0,0,0,0,0,0,235,1,235,21,256,256,256,235,1961,"1961-07-01T07:00:00Z",NA,NA,NA,0,9891,93713,NA,100,"Special",235,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"ANIMAL SCIENCE","3799","No","No","3799","3799"
1076,NA,"Human and Community Development Storage Annex","Human and Community Development Storage Annex","HCD STOR ANX","4895","A024",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","STR - Storage","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","268 First Street","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,300,0,0,0,0,0,0,0,284,2,284,16,300,300,300,284,1936,"1936-06-01T07:00:00Z",NA,NA,NA,0,0,109820,NA,100,"Special",284,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"COMMUNITY & REGIONAL DEVELOPMENT","4895","No","No","4895","4895"
1077,NA,"JBEI Greenhouse B","JBEI Greenhouse B","JBEI GRN B","4913","N078",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","EX - Not Owned, UC to be Owner","SEUN - State-Eligible Unfunded OMP","2620 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,460,0,0,0,0,0,0,0,450,1,450,10,460,460,460,450,2010,NA,NA,NA,NA,250000,316674,168390,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"4913","No","No","4913","4913"
1078,NA,"JBEI Greenhouse A","JBEI Greenhouse A","JBEI GRN A","4912","N077",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","EX - Not Owned, UC to be Owner","SEUN - State-Eligible Unfunded OMP","2618 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,460,0,0,0,0,0,0,0,450,1,450,10,460,460,460,450,2010,NA,NA,NA,NA,250000,346165,168390,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"4912","No","No","4912","4912"
1079,NA,"Dome  8","Dome  8","DOME  8","4409","F140",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","391 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","391 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4409","No","No","4409","4409"
1080,NA,"Animal Resource Service X7","Animal Resource Service X7","ARS X 7","3749B","H243",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","344 Caprine Drive","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,13,307,0,258,49,49,0,0,0,0,49,203,2,252,6,307,283,283,252,1960,"1960-01-01T08:00:00Z",NA,NA,NA,0,4340,165481,NA,81,"Hospital",203,"SCHOOL OF VETERINARY MEDICINE","No",19,"No","Circulation",49,"VM: CENTER FOR LABORATORY ANIMAL SCIENCE","3749B","No","No","3749B","3749B"
1081,NA,"Kiosk Old Davis Rd","Kiosk Old Davis Rd","KIOSK OLDVRD","4467","E126",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","450 Old Davis Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,13,225,0,225,0,0,0,0,0,30,30,159,1,189,36,225,225,225,189,1981,"1981-09-01T07:00:00Z",NA,NA,NA,0,35149,115256,NA,84,"Office",159,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",16,"No","Toilet",30,"TRANSPORTATION AND PARKING","4467","No","No","4467","4467"
1082,NA,"Greenhouse #609","Greenhouse #609","GRHS 609","3985","F105",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","232 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3985","No","No","3985","3985"
1083,NA,"Animal Husbandry Dairy Scale","Animal Husbandry Dairy Scale","AH DAIRY SCA","3768","G020",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","5 - Wood Frame","O - Obsolete","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","207 Dairy Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,420,0,420,0,0,0,0,0,0,0,200,1,200,220,420,420,420,200,1958,"1958-11-01T08:00:00Z",NA,NA,NA,0,8358,153748,NA,100,"Special",200,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"ANIMAL SCIENCE","3768","No","No","3768","3768"
1084,NA,"Greenhouse #619","Greenhouse #619","GRHS 619","3995","F115",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","212 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,9382,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3995","No","No","3995","3995"
1085,NA,"Greenhouse #107","Greenhouse #107","GRHS 107","4111","F046",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","378 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,448,0,448,0,0,0,0,0,0,0,410,1,410,38,448,448,448,410,1967,"1967-02-01T08:00:00Z",NA,NA,NA,0,7897,163997,NA,100,"Greenhouse",410,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","4111","No","No","4111","4111"
1086,NA,"Greenhouse #317","Greenhouse #317","GRHS 317","3934","F092",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","260 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF BIOLOGICAL SCIENCES","Yes",NA,"No",NA,NA,"PLANT BIOLOGY","3934","No","No","3934","3934"
1087,NA,"Greenhouse #610","Greenhouse #610","GRHS 610","3986","F106",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","230 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3986","No","No","3986","3986"
1088,NA,"Greenhouse #613","Greenhouse #613","GRHS 613","3989","F109",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","224 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,9382,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3989","No","No","3989","3989"
1089,NA,"Greenhouse #611","Greenhouse #611","GRHS 611","3987","F107",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","228 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3987","No","No","3987","3987"
1090,NA,"Greenhouse #606","Greenhouse #606","GRHS 606","3982","F102",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","238 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3982","No","No","3982","3982"
1091,NA,"Greenhouse #110","Greenhouse #110","GRHS 110","4114","F049",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","372 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,448,0,448,0,0,0,0,0,0,0,410,1,410,38,448,448,448,410,1967,"1967-02-01T08:00:00Z",NA,NA,NA,0,7897,163997,NA,100,"Greenhouse",410,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"ENTOMOLOGY - NEMATOLOGY","4114","No","No","4114","4114"
1092,NA,"Screen House R6","Screen House R6 (012)","SCREEN R6","4142","D055",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","497 Kleiber Hall Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,8,322,0,0,322,0,0,0,0,0,0,305,1,305,-305,322,161,161,305,1967,"1967-02-01T08:00:00Z",NA,NA,NA,0,950,58937,NA,100,"Greenhouse",305,"COLLEGE OF BIOLOGICAL SCIENCES","Yes",NA,"No",NA,NA,"PLANT BIOLOGY","4142","No","No","4142","4142"
1093,NA,"Greenhouse #310","Greenhouse #310","GRHS 310","3927","F085",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","274 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3927","No","No","3927","3927"
1094,NA,"Greenhouse #311","Greenhouse #311","GRHS 311","3928","F086",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","272 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,9109,158506,NA,100,"Greenhouse",384,"COLLEGE OF BIOLOGICAL SCIENCES","Yes",NA,"No",NA,NA,"PLANT BIOLOGY","3928","No","No","3928","3928"
1095,NA,"Greenhouse #605","Greenhouse #605","GRHS 605","3981","F101",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","240 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,9109,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3981","No","No","3981","3981"
1096,NA,"Greenhouse #307","Greenhouse #307","GRHS 307","3924","F082",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","280 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3924","No","No","3924","3924"
1097,NA,"Greenhouse #301","Greenhouse #301","GRHS 301","3918","F076",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","292 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,9109,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3918","No","No","3918","3918"
1098,NA,"Greenhouse #313","Greenhouse #313","GRHS 313","3930","F088",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","268 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF BIOLOGICAL SCIENCES","Yes",NA,"No",NA,NA,"PLANT BIOLOGY","3930","No","No","3930","3930"
1099,NA,"Greenhouse #308","Greenhouse #308","GRHS 308","3925","F083",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","278 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3925","No","No","3925","3925"
1100,NA,"Greenhouse #305","Greenhouse #305","GRHS 305","3922","F080",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","284 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,9109,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3922","No","No","3922","3922"
1101,NA,"Greenhouse #618","Greenhouse #618","GRHS 618","3994","F114",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","214 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"LAWR","3994","No","No","3994","3994"
1102,NA,"Greenhouse #218","Greenhouse #218","GRHS 218","4133","F071",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","318 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,448,0,448,0,0,0,0,0,0,0,410,1,410,38,448,448,448,410,1966,"1966-11-01T08:00:00Z",NA,NA,NA,0,7897,163997,NA,100,"Greenhouse",410,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"ENTOMOLOGY - NEMATOLOGY","4133","No","No","4133","4133"
1103,NA,"Greenhouse #211","Greenhouse #211","GRHS 211","4126","F064",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","332 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,448,0,448,0,0,0,0,0,0,0,410,1,410,38,448,448,448,410,1966,"1966-11-01T08:00:00Z",NA,NA,NA,0,7897,163997,NA,100,"Greenhouse",410,"COLLEGE OF BIOLOGICAL SCIENCES","Yes",NA,"No",NA,NA,"PLANT BIOLOGY","4126","No","No","4126","4126"
1104,NA,"Greenhouse #615","Greenhouse #615","GRHS 615","3991","F111",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","220 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3991","No","No","3991","3991"
1105,NA,"Greenhouse #319","Greenhouse #319","GRHS 319","3936","F094",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","256 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,433,0,433,0,0,0,0,0,0,0,384,1,384,49,433,433,433,384,1965,"1965-05-01T07:00:00Z",NA,NA,NA,0,7173,158506,NA,100,"Greenhouse",384,"COLLEGE OF BIOLOGICAL SCIENCES","Yes",NA,"No",NA,NA,"PLANT BIOLOGY","3936","No","No","3936","3936"
